"geneID","logfc.DE","B.DE","genes.location.DE","symbol.DE","M.ChIP","A.ChIP","log.p.ChIP","B.ChIP","p.DE","p.ChIP","B.nothing","B.DE.only","B.ChIP.only","B.ChIP.DE"
"ENSG00000185475",-0.170294338557053,-4.80400385012107,"chr11:62557634:62557683:+","TMEM179B",-0.446052462679611,-3.25936150239181,-0.309816442907728,1.01287082311126,0.00813021995904743,0.733581597971755,-1.00989961028174,-6.82160795344068,0.856515939128991,-3.47680333530574
"ENSG00000086159",-0.101465713637756,-5.9076252513062,"chr12:50370573:50370622:+","AQP6",-0.575264293562211,-3.35164938773486,-0.0141578919060983,4.25039578063608,0.00271126436429064,0.985941859732987,-4.2182010711306,-10.838609418662,3.53633983537355,-4.27178786316818
"ENSG00000134882",-0.0886586181549855,-6.67875356410303,"chr13:100038523:100038572:+","UBAC2",-0.417363436963106,-3.62617998096076,-0.0624927103642197,2.74129629087581,0.0012557652660335,0.93941991081751,-2.70158756813113,-10.1434304355677,2.60186745225954,-5.09347045152101
"ENSG00000176444",-0.0905240949603154,-6.54592247976439,"chr1:155232964:155233013:-","CLK2",-0.218040167514808,-3.41311840880635,-0.419861900322514,0.650564073265928,0.00143389980736044,0.657137564034695,-0.612124975340259,-8.28918958269332,0.589979933804683,-5.33146629101921
"ENSG00000162910",-0.0711913270137003,-7.06344590469773,"chr1:228295417:228295466:-","MRPL55",-0.455369921965893,-3.68131794166862,-0.0490804419038007,2.9896540660905,0.000855092111049495,0.95210453751632,-2.94784502595479,-10.7605779530064,2.86173610461157,-5.46413294779667
"ENSG00000178802",-0.0634051970711624,-7.17738435291113,"chr15:75190144:75190193:+","MPI",-0.498867292349217,-3.46595845416325,-0.0205123420134612,3.87645482210716,0.000763079968502813,0.979696604971215,-3.83415347214513,-11.7311040026654,3.66153016236225,-5.54818517264336
"ENSG00000140931",-0.0671139352740253,-7.00086359657985,"chr16:66647381:66647430:+","CMTM3",-0.812575928817727,-4.78214562989862,-0.249269562955279,1.26199797223458,0.000910265469208019,0.779369855824426,-1.22058701624142,-9.17808695717838,1.19938681064519,-5.60995260770317
"ENSG00000134884",-0.0614755249664292,-7.24552303874271,"chr13:107195861:107195910:-","ARGLU1",-0.468819987431792,-3.84959821728571,-0.140130738578813,1.89429601703959,0.000712852418706143,0.869244584168092,-1.85178106335684,-9.94123452898196,1.82435012925343,-5.74119578322626
"ENSG00000135316",-0.0349256448353668,-7.45720122363397,"chr6:86324297:86324346:-","SYNCRIP",-1.17788370979715,-4.831014666082,-0.0344585433864903,3.35071957262798,0.000576936513192423,0.966128391267602,-3.30745269736456,-11.4987838613069,3.22544142954498,-5.84259222672587
"ENSG00000110925",-0.0362596376894064,-7.46344541988786,"chr12:51455273:51455322:-","CSRNP2",-0.358410119341468,-3.28742799064154,-0.103195325415184,2.21909038018882,0.000573347291428906,0.901950782363735,-2.1758267210815,-10.4449490444077,2.14661675160716,-5.92062273135609
"ENSG00000181163",-0.0574443716388675,-7.36182290840917,"chr3:147309164:147309213:-","NPM1",-0.288668646633774,-3.34878992448401,-0.288419160506729,1.09566719064545,0.000634636764822563,0.749447387645791,-1.05280011804463,-9.41205964315724,1.03966803314959,-6.01144153324157
"ENSG00000143793",-0.0134859209036744,-7.65340602423744,"chr1:228288677:228288726:-","C1orf35",-0.435551700970536,-3.51749107730809,-0.0523481895154578,2.92354965380579,0.00047420049654948,0.948998378024443,-2.87975110960527,-11.2859585844564,2.83406295450708,-6.05749887274486
"ENSG00000213672",-0.00598110258914453,-7.67354392980553,"chr3:48711373:48711422:-","NCKIPSD",-0.612142986353757,-3.1422590697963,-0.114276883050724,2.11144846075672,0.000464750995742457,0.892010938976525,-2.06761676016174,-10.5584235175597,2.04601390502721,-6.14226820391804
"ENSG00000120889",-0.0562563503710685,-7.1928584508817,"chr8:22877811:22877860:-","TNFRSF10B",-0.642342028435526,-4.84992370064463,-0.588605826869829,0.221301379616762,0.000751371687656576,0.555100651918811,-0.179243699935254,-8.67765279335669,0.169991831566823,-6.15180929596158
"ENSG00000106780",-0.0413207217778675,-7.40836769477481,"chr9:123421660:123421709:-","MEGF9",-0.105557244898462,-3.03731775741249,-1.14056956393691,-0.755440887243171,0.000605792117934293,0.319636916300429,0.797898266015185,-8.4780974466729,-0.803438445407614,-6.93018384998276
